Vitesse,Pluie,Accident
"[11.083904941641531, 3.472463275879357, 9.553354639284036, 19.311957557324487, 17.972245076371173]","[1, 0, 0, 1, 0]",0
"[98.06121585593095, 99.58135567356405, 94.42259365787868, 91.59239110994206, 98.62861888068068]","[0, 1, 0, 1, 1]",0
"[37.72537213030168, 47.88243017658667, 65.77867405282532, 70.79215899979532, 61.31325214988321]","[0, 1, 1, 0, 1]",0
"[6.214259219745144, 11.246696693437073, 14.592335688042581, 31.923217671053678, 18.19723838834618]","[0, 1, 1, 1, 0]",0
"[43.46916120664389, 41.36065885744322, 52.34179188409965, 66.06054039954033, 50.25216377961794]","[0, 0, 0, 0, 1]",0
"[46.22664271830858, 54.09369417968209, 35.25938286180984, 47.95634964479939, 66.51954480262009]","[1, 1, 0, 0, 0]",0
"[58.55936216319586, 52.85071579928432, 66.14718088360743, 68.84760197936507, 87.47830290822293]","[0, 0, 0, 0, 1]",0
"[70.1107889036677, 61.979251193899216, 48.680810800172424, 58.20705908670053, 67.24354629099224]","[1, 0, 1, 0, 0]",0
"[81.57050186435445, 85.77694772465725, 98.60591627081804, 102.66271549609351, 99.37832071098637]","[0, 1, 0, 1, 0]",0
"[39.54926078657176, 44.68219354794439, 34.41874241052402, 53.54544848935684, 37.109687709890615]","[0, 0, 0, 0, 0]",0
"[43.89430317257058, 34.29028819945929, 42.91053537744749, 23.414607708226864, 15.060505884482078]","[1, 0, 0, 0, 0]",0
"[31.883512315599027, 29.01010064596331, 17.621189355911127, 8.93793911159064, 23.97408538702206]","[1, 0, 1, 1, 1]",0
"[29.258807213936976, 38.248667279452924, 45.38032482057724, 28.314371498551846, 45.21065823155506]","[1, 0, 1, 1, 1]",0
"[81.35940261483312, 77.01784085492139, 75.48478908246821, 82.26387835098407, 83.95418593521022]","[1, 1, 1, 0, 1]",0
"[89.03997963627171, 92.7105093505005, 82.7246615676632, 78.4371804279334, 61.28878825306576]","[0, 0, 0, 0, 0]",0
"[94.58101387836231, 88.42543253133391, 96.37543571111965, 110.76642899805452, 104.56081818182116]","[0, 1, 0, 0, 1]",0
"[56.30736458411134, 56.01391204806466, 48.84454691952682, 45.23606885911074, 62.22591249233365]","[1, 0, 0, 1, 0]",0
"[20.75634743989978, 5.460656325249871, 13.76545562565641, 9.931009427155661, 21.686115336496876]","[1, 0, 0, 1, 1]",0
"[49.23823853619016, 46.00586962881556, 36.34697205718052, 32.30391446408009, 51.223925057034656]","[0, 1, 0, 1, 1]",0
"[96.03638968781424, 112.13383046865582, 119.8702388502727, 100.51939644652795, 119.59590333491816]","[0, 1, 0, 1, 0]",0
"[90.38075719249099, 94.46004148759266, 82.16337901197537, 89.30552679972155, 72.629874660741]","[0, 1, 1, 1, 1]",0
"[21.99772583166307, 9.647621734190462, 13.138031522339944, 4.185639676875584, 8.019057878710115]","[0, 0, 0, 1, 0]",0
"[66.63978758065193, 65.41385702227132, 80.83629128419773, 82.99760380518423, 94.27579809594056]","[0, 1, 1, 0, 1]",0
"[61.260243555249474, 63.496095847726366, 43.661592841441156, 26.956886096576547, 10.685308715796054]","[1, 0, 1, 1, 1]",0
"[7.6888583490372975, 8.779822449018006, 16.20018338821718, 4.344413686025118, 17.425189603818996]","[1, 0, 0, 0, 1]",0
"[58.85677903289432, 73.81406614365144, 72.0166050606518, 62.951550993073084, 74.98154496638713]","[1, 0, 0, 0, 1]",0
"[41.599128276209015, 50.54068033920387, 32.57689185260697, 49.44227666352484, 46.32573810011988]","[1, 1, 0, 1, 1]",0
"[19.63754470736696, 38.38005555171092, 53.2678632844944, 40.50108440002223, 58.89714000639395]","[1, 0, 0, 0, 1]",0
"[77.64532943649243, 77.64381695348528, 71.2894530065577, 72.7869594354133, 88.92480048337899]","[0, 1, 0, 0, 0]",0
"[67.5159520533445, 73.86912601488292, 89.65268206240532, 97.06570558402356, 104.49130931631102]","[1, 0, 0, 0, 1]",0
"[31.66136854488797, 49.14724681770837, 50.765766635716744, 43.25231932526411, 33.813356716172024]","[1, 1, 1, 1, 1]",0
"[53.25954749484205, 59.82992508929404, 49.65496945215694, 35.17190437460066, 40.19163714914714]","[0, 0, 1, 0, 1]",0
"[60.64455880867872, 55.20597600498627, 45.13103936942618, 57.83476431455528, 68.24214444569522]","[0, 0, 0, 0, 1]",0
"[63.89489282739107, 52.35517228993963, 35.257120913222394, 21.8179432593575, 36.499255879571585]","[0, 1, 0, 1, 0]",0
"[33.18519461608628, 48.07841470870817, 42.31433641355246, 48.92271233943529, 41.57599638591585]","[0, 1, 0, 0, 0]",0
"[12.521331018380344, 20.485801387699194, 15.167612772606361, 19.403782581259055, 4.667182845750365]","[1, 0, 1, 1, 0]",0
"[52.50544884073365, 34.552925783867124, 49.4295549029673, 55.409445494159186, 36.6471231466743]","[1, 0, 0, 0, 0]",0
"[92.76157377822507, 101.79942082839673, 85.83213521953603, 83.85554921642246, 70.0012567369944]","[1, 0, 0, 1, 0]",0
"[27.76998448778634, 15.996106961404053, 7.1020826172905025, 16.241859144835974, 33.64293627393508]","[1, 0, 1, 0, 0]",0
"[88.2184380471418, 83.49763523239145, 76.48978081501947, 67.28300255919856, 85.90928455850312]","[0, 1, 1, 0, 0]",0
"[27.59986864448376, 24.00789493631655, 13.935121506273116, 26.729091503540893, 38.18867939622275]","[0, 1, 1, 0, 0]",0
"[1.4621371500366687, 1.9873371465735004, 3.0081758070051863, 18.923916456351797, 30.87259851155005]","[1, 1, 0, 1, 1]",0
"[59.96017465349874, 62.228898201879176, 81.09292142668623, 77.62916136157136, 96.68586484343726]","[0, 0, 1, 1, 1]",0
"[10.098000082456027, 22.275015116325815, 23.295238492265472, 33.18752549679994, 21.360916339302296]","[1, 0, 0, 1, 0]",0
"[57.6818653305606, 39.67644476620417, 27.22183637316959, 12.553130470303444, 14.045318438638017]","[0, 0, 1, 1, 1]",0
"[92.2949320414451, 108.40920139994574, 96.3371553068409, 110.58582095570375, 126.930977662483]","[1, 1, 1, 0, 1]",0
"[60.1162947285713, 48.077470660590976, 33.67199845375434, 39.395123071060404, 34.81202969183942]","[0, 0, 0, 1, 1]",0
"[33.70315542323713, 28.52670441967737, 15.019440828586186, 18.390110657033482, 37.16327080521219]","[0, 0, 0, 1, 1]",0
"[69.90780858305872, 54.53953837310918, 61.4114942442061, 47.122740285693695, 53.289148207035836]","[1, 1, 0, 0, 1]",0
"[25.972686107741715, 21.809090191867828, 23.944718422692823, 4.474716420581288, 9.48929841494356]","[0, 0, 0, 0, 0]",0
"[18.138707136107158, 9.676426923731386, 1.4663568540830547, 0.9468257487569016, 9.269198534886117]","[1, 1, 0, 1, 0]",0
"[45.66346557154625, 37.12277268293394, 25.666670346149992, 23.539547148900528, 32.03399389622105]","[1, 0, 1, 1, 0]",0
"[95.34589252456364, 88.97428715298858, 72.69916644772664, 73.8215511772697, 60.119397776969045]","[1, 0, 1, 1, 1]",0
"[50.40514388335012, 32.2682265115037, 20.77859979854969, 35.90073708960088, 24.466540979432487]","[0, 1, 1, 0, 0]",0
"[29.243129101403653, 13.94420102252067, 3.7182900396353085, 15.417938957338517, 27.154664198119757]","[1, 1, 0, 1, 0]",0
"[19.34363630115722, 9.28944663725826, 13.698670807597347, 15.320136315509405, 14.248846099784577]","[0, 1, 1, 1, 1]",0
"[42.57727507189928, 24.0473040290612, 10.265252901891518, 13.857839038736701, 10.947995072198351]","[0, 1, 1, 1, 1]",0
"[41.49332069455974, 31.824995173487928, 26.067094218027226, 39.49885974668622, 59.013173231833875]","[1, 0, 1, 1, 0]",0
"[83.02430824347505, 89.87059301853162, 107.46880916881, 126.3596119458505, 122.77240178153349]","[0, 1, 1, 1, 1]",0
"[17.245195558736626, 30.85355987475754, 34.05308609247963, 40.14687779301613, 41.99156925064918]","[0, 1, 1, 1, 1]",0
"[96.5088515772202, 81.90902070854338, 97.03776003230192, 97.12014065661232, 113.22292041521632]","[1, 1, 0, 0, 0]",0
"[17.81581267832889, 37.1612717899068, 56.15421475254437, 54.17369373104951, 46.206778776199975]","[1, 0, 0, 1, 1]",0
"[2.2976518942047885, 5.501873654517438, 7.91429717950606, 1.3057943602703914, 12.424047467185737]","[0, 0, 1, 1, 1]",0
"[94.96961391940285, 92.45688585803686, 105.4910301491515, 96.35857940679723, 83.73738568955486]","[0, 1, 1, 0, 1]",0
"[15.509419634988964, 32.496271293097614, 40.37518718145852, 34.950351781544605, 46.27395549912652]","[1, 1, 1, 1, 1]",0
"[31.081497861793817, 49.771119355092566, 36.87614515642656, 20.63805370634974, 5.185482212199942]","[1, 1, 0, 0, 1]",0
"[95.45795078844954, 98.62623651457434, 93.58868236556529, 75.61796240517438, 58.86246434193849]","[1, 1, 1, 0, 0]",0
"[77.42956361793554, 72.47706398138979, 74.81863392206533, 91.43548463880457, 80.1359837252881]","[1, 0, 0, 0, 0]",0
"[11.08059383235842, 22.312529474505837, 23.147620337930697, 14.506637782640235, 34.42832278048445]","[0, 1, 0, 1, 0]",0
"[53.539723335478826, 59.370476432366075, 72.22558986516523, 89.0075914605012, 69.98794322921725]","[1, 1, 0, 0, 1]",0
"[20.19287640361017, 27.82974242905965, 42.01204870895145, 24.331080863988763, 7.58707020158393]","[0, 1, 0, 1, 0]",0
"[58.565706723931896, 50.367931679600204, 33.99765277621984, 51.60348244513279, 38.8298890762451]","[0, 1, 1, 1, 1]",0
"[64.52318396096872, 55.682864227651436, 64.2820859881938, 83.12215232054106, 80.6633190226963]","[1, 1, 1, 0, 1]",0
"[54.7491544074713, 46.575781001845186, 38.6505389449962, 35.030238638921446, 29.759905653707097]","[0, 1, 0, 0, 0]",0
"[99.71984307670039, 90.45554617641109, 79.72701387358848, 63.99802063280912, 72.08038808412908]","[1, 1, 0, 1, 0]",0
"[10.010428202109434, 13.234632939841756, 4.506550385983456, 13.444363433093251, 18.162371687541825]","[0, 1, 0, 0, 1]",0
"[23.678364599417947, 39.49723293576784, 48.22318749001456, 44.339252560021365, 57.94383845269936]","[0, 1, 1, 1, 1]",0
"[8.517595820318357, 13.012191656465136, 11.379430182183409, 13.375777016958418, 10.602518945273147]","[1, 0, 0, 1, 0]",0
"[49.41094128429078, 58.656370159232864, 41.555765357112286, 34.4881089859752, 29.393837024869374]","[1, 1, 0, 1, 0]",0
"[59.79702133971732, 58.72131330607958, 77.14038647374457, 83.60584434556526, 98.4910260000222]","[0, 1, 1, 1, 1]",0
"[3.1608862036173413, 12.75152574773437, 31.668019635790937, 47.27679867270183, 60.71424356252922]","[1, 0, 1, 1, 1]",0
"[48.32375163634586, 28.67913464639054, 45.05205564828894, 47.63431034683203, 38.609443301541006]","[1, 1, 0, 0, 0]",0
"[83.03649259251326, 96.57509649943856, 102.66415209530825, 114.92961837691169, 121.62375646980178]","[0, 0, 1, 1, 1]",0
"[33.36330445184622, 41.88753212392002, 59.738166962407306, 68.7238185675937, 68.01061063016168]","[0, 0, 1, 0, 1]",0
"[42.61921423641476, 50.59287789824603, 48.50903984146589, 47.41246246514482, 27.476553738592916]","[1, 1, 0, 0, 1]",0
"[89.2541290716113, 98.59598113911076, 90.79707738222979, 94.24943282828056, 75.07549865388177]","[0, 0, 1, 1, 1]",0
"[93.01900497659666, 90.18340998352654, 100.68477650244094, 90.12112548856476, 105.25763158053974]","[0, 0, 0, 1, 1]",0
"[52.8575748203439, 53.96965837761141, 34.33863335086942, 35.45956015841527, 47.655619155869275]","[1, 1, 0, 1, 1]",0
"[60.81485424757336, 66.35566607560916, 51.777550070638746, 52.23098112078711, 46.178842395582734]","[1, 1, 0, 1, 1]",0
"[16.866266848603683, 4.383483054389663, 14.475978436690898, 31.239247152943342, 39.419447760956885]","[0, 1, 1, 0, 1]",0
"[76.39513956399419, 71.59762963176067, 60.91464477773364, 49.756240568640706, 43.61354292219284]","[0, 1, 1, 0, 0]",0
"[36.115788096377074, 19.323626690529714, 37.93757255473711, 50.70599939208312, 40.48685281596713]","[0, 1, 1, 0, 0]",0
"[65.86973293933023, 64.67115735680244, 80.06925489092887, 78.28925674530076, 79.80614348797964]","[0, 0, 0, 0, 0]",0
"[60.87816014798582, 41.77820458831228, 39.571499720666736, 54.321582146934155, 67.91259981641082]","[1, 0, 1, 1, 1]",0
"[32.78672525357374, 51.33959711258028, 36.314233714650236, 30.19619725496443, 20.036590815487443]","[1, 1, 0, 0, 0]",0
"[24.29401192404943, 9.588799015704804, 14.246182046561202, 26.478246164206862, 20.326337983023564]","[1, 1, 1, 0, 1]",0
"[83.84647208748733, 65.6725822270795, 70.55503202716, 67.44344560583878, 85.05240780868422]","[0, 1, 1, 0, 0]",0
"[20.157298801946368, 29.467656799039283, 30.64453027273749, 16.37538938288917, 7.486360490186224]","[0, 1, 0, 0, 0]",0
"[16.243748156219006, 35.91399721798779, 43.48272339885428, 44.85501277542745, 50.14327779589446]","[0, 1, 0, 0, 0]",0
"[97.98319354880061, 109.28863055332258, 100.88476918283254, 82.00424221386024, 66.61621318823808]","[0, 0, 0, 1, 1]",0
"[48.716054058447845, 32.638886188568954, 22.383439805095964, 7.739351627102165, 0.09261698238129173]","[0, 0, 0, 0, 0]",0
"[69.33664413794818, 55.70951654656746, 54.84904750893898, 56.922163211625545, 46.34586089322897]","[0, 1, 0, 0, 1]",0
"[26.74944784504978, 35.48800944374665, 15.86675130828602, 17.042691763233456, 18.014079434393672]","[0, 1, 1, 1, 1]",0
"[51.12982546333542, 34.539501941745655, 16.851925612863774, 6.0183132986375, 1.9187893652909156]","[0, 1, 0, 1, 1]",0
"[90.08835474810222, 70.23931291450046, 88.4793482341914, 70.81131689815322, 61.40559273961313]","[0, 1, 0, 0, 0]",0
"[54.309034690028525, 57.773289441027984, 64.88619919475681, 49.19165565733189, 63.81481102839474]","[1, 1, 1, 0, 0]",0
"[32.10403158604775, 28.387578934632337, 10.038834247054055, 19.70561917445249, 18.336782093502727]","[1, 0, 0, 1, 1]",0
"[3.146330330216185, 0.3658005118837345, 7.611658862264946, 26.369571571703027, 36.93457883909667]","[0, 1, 1, 1, 0]",0
"[66.2076646685249, 62.580081137689334, 51.677487303370576, 65.2457873477477, 84.21118147289951]","[1, 1, 1, 0, 0]",0
"[70.69671841279785, 75.89062627759603, 80.87862627306801, 74.65705782634033, 72.56635261100698]","[1, 0, 0, 0, 0]",0
"[81.64309369375158, 73.02036391160382, 63.80323907711451, 73.89988202308729, 62.12403831037305]","[0, 0, 0, 0, 1]",0
"[94.80235845645586, 111.79167234231733, 115.35444020676891, 118.2859185624616, 129.59569087749514]","[0, 0, 0, 1, 0]",0
"[63.509381856745684, 73.04240833380533, 91.64642760302777, 74.88167731105831, 78.1654561341328]","[0, 0, 0, 1, 1]",0
"[27.174157218823535, 46.04911323350238, 52.20462695189338, 39.64870061302322, 25.93773069983299]","[1, 1, 0, 1, 0]",0
"[39.363195774159756, 24.21579287412413, 23.11624227746549, 23.024366555228713, 10.419098606160421]","[1, 1, 1, 1, 1]",0
"[48.93152001893394, 63.577840168487874, 59.906825985701914, 45.398392128189, 64.8144535431361]","[0, 1, 1, 1, 1]",0
"[71.67148963726008, 58.58851687074757, 61.914459941481475, 63.397490488637786, 57.66823934490606]","[1, 0, 0, 0, 1]",0
"[32.108815773856456, 48.22033626469938, 63.2585578729961, 66.2231489028025, 52.757649005085035]","[0, 0, 1, 1, 1]",0
"[57.900474046600245, 45.037948299483936, 40.00003923427477, 21.180850475495994, 6.254542467111908]","[1, 0, 1, 1, 0]",0
"[73.49780357086475, 74.91539528432085, 61.28522655990244, 49.22070931191257, 64.77493762060483]","[0, 1, 0, 0, 0]",0
"[63.04465077855751, 76.20891024925098, 94.79990005179496, 100.93737769866014, 101.28966780904142]","[0, 0, 1, 0, 0]",0
"[87.8156151755601, 68.37123089188319, 58.91027394778705, 72.1025361862712, 88.24015524113591]","[0, 0, 1, 0, 1]",0
"[88.54927325709207, 82.88322562925205, 65.52231317165464, 72.73483972867473, 77.99386873121802]","[1, 1, 1, 0, 0]",0
"[32.22478497354179, 17.58189586477575, 15.581930331980162, 14.927708463053555, 7.003416333058397]","[0, 0, 0, 1, 0]",0
"[69.05019003080352, 61.28549922229139, 54.163473185357105, 43.807647868898535, 43.770910288885304]","[1, 1, 0, 1, 1]",0
"[48.85516646822678, 61.235408130882064, 47.818487592753186, 55.937172939770065, 53.851508642197516]","[0, 0, 1, 1, 1]",0
"[26.139894349395366, 43.98560722867961, 50.391941869522235, 53.344626763795716, 55.92986521054787]","[1, 1, 1, 1, 0]",0
"[57.24970898319729, 48.634234758531534, 58.98634146656693, 62.42498893397239, 46.3919381380156]","[0, 1, 0, 1, 0]",0
"[66.1910640182721, 70.74130650745713, 85.02277425502807, 103.79038158130834, 120.06588181714034]","[1, 1, 0, 1, 1]",0
"[86.61221040745625, 98.32819063733913, 91.55001805591505, 99.07360906717966, 111.27809009332529]","[0, 1, 0, 1, 0]",0
"[86.34647567366711, 71.71665860361817, 80.1559658576425, 70.90104720899826, 73.32692741753681]","[0, 0, 1, 1, 0]",0
"[4.309655737497897, 8.601490410609678, 21.943937325239293, 26.32121207673026, 33.650702839849984]","[1, 1, 1, 1, 0]",0
"[50.94449061852097, 61.60144890616312, 60.70559098821202, 77.63970560973392, 61.49696140207954]","[0, 0, 0, 0, 0]",0
"[89.76013025133956, 75.8389380595511, 77.97019870255284, 95.08628415935631, 88.17902136872925]","[0, 0, 0, 1, 1]",0
"[43.49261090546614, 49.85088953791984, 52.875842221765936, 70.78190089758043, 77.48705686700679]","[0, 0, 0, 0, 0]",0
"[52.3064361610268, 46.660895733155535, 65.67608760255581, 54.90751796376444, 49.56529429323972]","[1, 0, 1, 1, 0]",0
"[74.82341988652873, 66.50830792661793, 65.67048106575862, 74.99024972430658, 59.65012529084548]","[1, 0, 0, 1, 1]",0
"[86.99149384690821, 104.76996423765061, 115.9642326665901, 128.78397587718587, 138.08166420040007]","[1, 1, 1, 0, 1]",0
"[61.782426383620745, 42.30785032724981, 54.148215881947365, 39.46372148495819, 46.780025821642354]","[0, 0, 1, 0, 0]",0
"[16.90047729416945, 16.162401433241676, 22.558875331913526, 23.89984636508963, 39.330239929600964]","[0, 1, 1, 1, 0]",0
"[53.303683905335944, 68.35112446102747, 60.8909393877679, 45.37346000693487, 28.69917344972224]","[1, 1, 0, 1, 1]",0
"[25.70007044523618, 36.39699598119109, 21.946686374897055, 40.792746432695985, 31.276553283365633]","[0, 1, 0, 1, 1]",0
"[85.5941293689455, 82.78026014267763, 101.6702507872124, 116.0671554946841, 131.45897954694186]","[1, 1, 0, 1, 0]",0
"[83.67129315169637, 64.29554951008826, 59.50187773995739, 45.60348124518599, 43.17644291060456]","[1, 1, 1, 1, 1]",0
"[12.767686649117838, 6.0225956735020265, 17.31292019892209, 29.211739606551497, 16.29911421380397]","[1, 1, 0, 0, 1]",0
"[33.32086064686344, 18.336301276597105, 10.461703488119538, 16.91252940967338, 0.7529526636357707]","[1, 1, 0, 1, 1]",0
"[67.71917845760956, 70.7001486067252, 65.21234408783867, 71.68136874351572, 57.57704853854239]","[1, 1, 0, 0, 0]",0
"[31.119713638918057, 36.10436957201817, 30.117677541031917, 33.900979798031784, 25.367246959172103]","[0, 1, 0, 1, 1]",0
"[95.23052416263307, 104.96015869395744, 96.61276439264371, 79.76819339722502, 61.50795276013389]","[1, 0, 0, 1, 1]",0
"[50.761783081764264, 42.55586627452119, 52.333378776522494, 61.63160117095393, 60.02142673388692]","[1, 1, 1, 0, 0]",0
"[24.355415589145778, 18.862039971404027, 13.382132156288554, 9.792055216064956, 16.400081293385547]","[0, 0, 0, 1, 1]",0
"[13.575237903841519, 3.4048938715272663, 22.67860716304565, 7.05050519152317, 23.047235663947962]","[1, 1, 1, 0, 0]",0
"[26.590427239835137, 33.67651817855965, 44.69893549812973, 53.58354108077856, 65.3697792127962]","[0, 0, 1, 1, 0]",0
"[33.50949750297665, 49.296924053019865, 37.69914934045513, 41.79123693681765, 54.213011937866234]","[0, 0, 1, 1, 1]",0
"[76.08158484026288, 61.70307211346644, 70.56361456107484, 63.93439958426195, 66.77470001982331]","[0, 0, 1, 1, 0]",0
"[75.7968956734565, 95.4436056094213, 101.33459645527424, 94.08185768578618, 102.56825918704676]","[0, 1, 1, 1, 1]",0
"[41.835486728808846, 57.19667673873289, 57.584684593805605, 64.7688783543056, 66.13119911649773]","[1, 1, 0, 1, 0]",0
"[10.515052671908244, 20.802511589289445, 7.96970825906351, 18.661777148726898, 9.674549845340794]","[0, 0, 1, 1, 1]",0
"[84.58019313540683, 85.57601676660589, 97.14977430836863, 83.99399970426991, 65.7675807058165]","[1, 0, 1, 0, 1]",0
"[90.06631368955371, 92.10410015142466, 86.29980945994633, 92.01100064280564, 107.57865495061017]","[0, 0, 1, 1, 1]",0
"[41.542357631514435, 51.338889308081804, 43.26834020770233, 26.150362015841218, 39.58652744900753]","[1, 0, 0, 1, 1]",0
"[29.267016060809404, 42.52170285199456, 51.28131808229313, 42.82102194546151, 38.649520727669]","[0, 0, 1, 0, 0]",0
"[66.45257837297581, 53.93500268230175, 61.28221096036575, 44.980554789327506, 44.55390667918063]","[0, 0, 0, 0, 1]",0
"[23.62160510578, 10.269876039409343, 13.622630331033804, 10.18815505597101, 11.545843284787395]","[1, 0, 0, 1, 0]",0
